,,estimate
SB,2017-10-31,0.04
SB,2018-02-14,0.0
SB,2018-05-29,0.02
SB,2018-07-25,0.05
SB,2018-11-07,0.06
SB,2019-02-19,0.09
SB,2019-05-28,0.01
SB,2019-09-03,0.03
SB,2019-10-24,0.05
SB,2020-02-26,0.05
SB,2020-06-08,0.12
SB,2020-08-04,0.12
SB,2020-11-11,0.01
SB,2021-02-15,0.03
SB,2021-05-05,0.14
SB,2021-07-28,0.25
SB,2021-11-03,0.39
SB,2022-03-09,0.4
SB,2022-05-25,0.25
SB,2022-07-27,0.3
SB,2022-11-09,0.33
SB,2023-02-14,0.21
SB,2023-05-10,
SB,2023-07-26,
SB,2023-11-07,0.09
SB,2024-02-12,0.15
SB,2024-04-29,
SB,2024-07-29,0.18
SB,2024-11-13,0.16
SB,2025-02-18,0.14
SBAC,2015-02-26,0.03
SBAC,2015-04-23,0.13
SBAC,2015-07-29,0.08
SBAC,2015-11-04,0.1
SBAC,2016-02-25,0.09
SBAC,2016-05-02,0.08
SBAC,2016-07-28,0.13
SBAC,2016-11-01,0.1
SBAC,2017-02-27,0.11
SBAC,2017-05-01,0.22
SBAC,2017-07-31,0.2
SBAC,2017-10-30,0.25
SBAC,2018-02-26,0.18
SBAC,2018-04-30,0.21
SBAC,2018-07-30,1.82
SBAC,2018-11-05,1.78
SBAC,2019-02-21,1.83
SBAC,2019-04-29,1.89
SBAC,2019-07-29,1.86
SBAC,2019-10-28,1.97
SBAC,2020-02-20,2.04
SBAC,2020-05-05,2.08
SBAC,2020-08-03,2.05
SBAC,2020-11-02,2.19
SBAC,2021-02-22,2.28
SBAC,2021-04-26,2.27
SBAC,2021-08-02,2.42
SBAC,2021-11-01,2.49
SBAC,2022-02-28,2.62
SBAC,2022-04-25,2.7
SBAC,2022-08-01,2.75
SBAC,2022-10-31,2.81
SBAC,2023-02-21,2.88
SBAC,2023-05-01,2.88
SBAC,2023-07-31,2.91
SBAC,2023-11-02,3.05
SBAC,2024-02-26,3.14
SBAC,2024-04-29,3.12
SBAC,2024-07-29,3.12
SBAC,2024-10-28,3.17
SBC,2024-11-13,2.36
SBCF,2015-01-27,0.12
SBCF,2015-04-28,0.16
SBCF,2015-07-23,0.19
SBCF,2015-10-22,0.19
SBCF,2016-01-28,0.19
SBCF,2016-04-28,0.19
SBCF,2016-07-27,0.22
SBCF,2016-10-26,0.27
SBCF,2017-02-01,0.29
SBCF,2017-04-25,0.27
SBCF,2017-07-27,0.29
SBCF,2017-10-26,0.34
SBCF,2018-01-25,0.36
SBCF,2018-04-26,0.39
SBCF,2018-07-26,0.42
SBCF,2018-10-25,0.41
SBCF,2019-01-24,0.46
SBCF,2019-04-25,0.47
SBCF,2019-07-25,0.48
SBCF,2019-10-24,0.48
SBCF,2020-01-23,0.5
SBCF,2020-04-28,0.38
SBCF,2020-07-23,0.32
SBCF,2020-10-27,0.42
SBCF,2021-01-28,0.48
SBCF,2021-04-22,0.48
SBCF,2021-07-22,0.53
SBCF,2021-10-28,0.49
SBCF,2022-01-27,0.53
SBCF,2022-04-28,0.45
SBCF,2022-07-28,0.53
SBCF,2022-10-27,0.61
SBCF,2023-01-26,0.16
SBCF,2023-04-27,0.15
SBCF,2023-07-27,0.41
SBCF,2023-10-26,0.36
SBCF,2024-01-25,0.4
SBCF,2024-04-25,0.34
SBCF,2024-07-25,0.33
SBCF,2024-10-24,0.36
SBCF,2025-01-27,0.3
SBET,2015-03-20,
SBET,2015-05-07,
SBET,2015-08-06,
SBET,2015-11-05,
SBET,2016-03-22,
SBET,2016-05-10,
SBET,2016-08-11,
SBET,2016-11-14,
SBET,2017-03-09,
SBET,2017-05-11,
SBET,2017-08-10,
SBET,2017-11-30,
SBET,2018-04-30,
SBET,2019-12-26,
SBET,2020-03-24,
SBET,2020-08-20,
SBET,2020-11-18,
SBET,2020-11-18,
SBET,2023-05-16,
SBET,2023-08-14,
SBET,2023-11-13,
SBET,2024-05-17,
SBET,2024-08-14,
SBEV,2021-08-16,
SBEV,2022-05-16,
SBEV,2022-08-15,
SBEV,2022-11-14,
SBEV,2023-06-06,0.12
SBEV,2023-08-14,0.11
SBEV,2023-11-14,0.12
SBEV,2024-03-29,
SBEV,2024-05-15,0.1
SBEV,2024-08-14,0.09
SBEV,2024-11-15,0.08
SBFG,2015-01-21,
SBFG,2015-04-27,
SBFG,2015-07-27,
SBFG,2015-10-26,
SBFG,2016-01-21,
SBFG,2016-04-21,
SBFG,2016-07-21,
SBFG,2016-10-20,
SBFG,2017-01-19,
SBFG,2017-04-20,
SBFG,2017-07-20,
SBFG,2017-10-19,
SBFG,2018-01-25,
SBFG,2018-04-19,0.31
SBFG,2018-07-19,0.38
SBFG,2018-10-18,0.4
SBFG,2019-01-24,0.38
SBFG,2019-04-18,0.31
SBFG,2019-07-23,0.44
SBFG,2019-10-28,0.48
SBFG,2020-01-23,0.36
SBFG,2020-04-23,0.24
SBFG,2020-07-27,0.42
SBFG,2020-10-29,0.52
SBFG,2021-01-28,0.41
SBFG,2021-04-30,0.59
SBFG,2021-07-26,0.54
SBFG,2021-10-28,0.46
SBFG,2022-04-28,0.25
SBFG,2022-07-25,0.33
SBFG,2022-11-01,0.4
SBFG,2023-01-26,0.45
SBFG,2023-04-20,0.4
SBFG,2023-07-27,0.38
SBFG,2023-10-30,0.41
SBFG,2024-01-25,0.35
SBFG,2024-04-18,0.3
SBFG,2024-07-18,0.35
SBFG,2024-10-24,0.42
SBFG,2025-01-23,0.41
SBFM,2022-05-06,
SBFM,2022-08-03,
SBFM,2022-11-07,
SBFM,2023-04-04,
SBFM,2023-05-10,
SBFM,2023-08-11,
SBFM,2023-11-13,
SBFM,2024-03-28,
SBFM,2024-05-20,
SBFM,2024-08-16,
SBFM,2024-11-05,
SBGI,2015-02-18,0.76
SBGI,2015-05-06,0.1
SBGI,2015-08-05,0.35
SBGI,2015-11-04,0.23
SBGI,2016-02-24,0.7
SBGI,2016-05-04,0.24
SBGI,2016-08-03,0.54
SBGI,2016-11-02,0.74
SBGI,2017-02-22,1.36
SBGI,2017-05-03,0.29
SBGI,2017-08-02,0.43
SBGI,2017-11-01,0.39
SBGI,2018-02-28,0.6
SBGI,2018-05-09,0.73
SBGI,2018-08-08,0.02
SBGI,2018-11-07,0.56
SBGI,2019-02-27,1.98
SBGI,2019-05-08,0.38
SBGI,2019-08-07,0.66
SBGI,2019-11-06,0.33
SBGI,2020-02-26,1.08
SBGI,2020-05-06,0.1
SBGI,2020-08-05,4.83
SBGI,2020-11-04,3.12
SBGI,2021-02-24,5.55
SBGI,2021-05-05,2.18
SBGI,2021-08-04,4.23
SBGI,2021-11-03,0.95
SBGI,2022-02-23,0.01
SBGI,2022-05-04,1.66
SBGI,2022-08-03,
SBGI,2022-11-02,0.19
SBGI,2023-02-22,0.28
SBGI,2023-05-03,0.59
SBGI,2023-08-02,0.58
SBGI,2023-11-01,0.49
SBGI,2024-02-28,0.46
SBGI,2024-05-08,0.54
SBGI,2024-08-07,0.14
SBGI,2024-11-06,0.89
SBH,2015-02-05,0.38
SBH,2015-05-05,0.39
SBH,2015-08-06,0.46
SBH,2015-11-12,0.39
SBH,2016-02-04,0.36
SBH,2016-05-05,0.41
SBH,2016-08-04,0.47
SBH,2016-11-15,0.42
SBH,2017-02-02,0.45
SBH,2017-05-04,0.42
SBH,2017-08-03,0.49
SBH,2017-11-15,0.46
SBH,2018-02-08,0.43
SBH,2018-05-03,0.55
SBH,2018-08-02,0.6
SBH,2018-11-08,0.48
SBH,2019-02-05,0.52
SBH,2019-05-01,0.54
SBH,2019-07-31,0.58
SBH,2019-11-07,0.53
SBH,2020-02-06,0.56
SBH,2020-05-06,0.21
SBH,2020-07-30,0.04
SBH,2020-11-12,0.56
SBH,2021-02-04,0.47
SBH,2021-05-06,0.14
SBH,2021-07-29,0.62
SBH,2021-11-11,0.5
SBH,2022-02-02,0.6
SBH,2022-05-05,0.51
SBH,2022-08-04,0.59
SBH,2022-11-10,0.48
SBH,2023-02-02,0.49
SBH,2023-05-04,0.37
SBH,2023-08-03,0.49
SBH,2023-11-14,0.46
SBH,2024-02-01,0.36
SBH,2024-05-09,0.39
SBH,2024-08-08,0.4
SBH,2024-11-14,0.48
SBH,2025-02-13,0.43
SBI,2017-03-30,
SBLK,2015-03-19,0.05
SBLK,2015-06-30,0.21
SBLK,2015-08-31,0.18
SBLK,2015-11-17,0.08
SBLK,2016-02-29,0.12
SBLK,2016-09-14,0.75
SBLK,2016-11-21,0.65
SBLK,2017-02-22,0.2
SBLK,2017-05-24,0.22
SBLK,2017-08-08,0.1
SBLK,2017-11-19,0.08
SBLK,2018-02-27,0.22
SBLK,2018-06-11,0.17
SBLK,2018-08-07,0.18
SBLK,2018-11-20,0.38
SBLK,2019-02-11,0.27
SBLK,2019-05-22,0.06
SBLK,2019-08-07,0.31
SBLK,2019-11-20,0.17
SBLK,2020-02-19,0.25
SBLK,2020-05-26,0.1
SBLK,2020-08-05,0.32
SBLK,2020-11-16,0.3
SBLK,2021-02-17,0.23
SBLK,2021-05-19,0.42
SBLK,2021-08-05,1.44
SBLK,2022-02-16,2.52
SBLK,2022-05-24,1.41
SBLK,2022-08-04,1.75
SBLK,2022-11-16,1.42
SBLK,2023-02-16,0.82
SBLK,2023-05-16,0.28
SBLK,2023-08-03,0.5
SBLK,2023-11-13,0.17
SBLK,2024-02-12,0.57
SBLK,2024-05-22,0.87
SBLK,2024-08-07,0.79
SBLK,2024-11-19,0.71
SBLK,2025-02-18,0.42
SBR,2015-03-02,
SBR,2015-05-08,
SBR,2015-08-07,
SBR,2015-11-06,
SBR,2016-08-04,
SBR,2016-11-04,
SBR,2017-03-10,
SBR,2017-05-05,
SBR,2017-08-09,
SBR,2017-11-07,
SBR,2018-05-08,
SBR,2018-08-03,
SBR,2018-11-02,
SBR,2019-03-13,
SBR,2019-05-03,
SBR,2019-08-07,
SBR,2019-11-07,
SBR,2020-03-02,
SBR,2020-05-07,
SBR,2020-08-07,
SBR,2020-11-06,
SBR,2021-05-14,
SBR,2021-08-12,
SBR,2021-11-09,
SBR,2022-05-12,
SBR,2022-08-11,
SBR,2022-11-10,
SBR,2023-02-28,
SBR,2023-05-08,
SBR,2023-08-04,
SBR,2023-11-07,
SBR,2024-02-29,
SBR,2024-05-09,
SBR,2024-08-08,
SBR,2024-11-12,
SBRA,2015-02-18,0.58
SBRA,2015-05-05,0.57
SBRA,2015-08-04,0.55
SBRA,2015-11-09,0.58
SBRA,2016-02-22,0.55
SBRA,2016-05-02,0.56
SBRA,2016-08-01,0.57
SBRA,2016-11-02,0.56
SBRA,2017-02-22,0.57
SBRA,2017-05-08,0.59
SBRA,2017-08-02,0.57
SBRA,2017-11-01,0.68
SBRA,2018-02-21,0.67
SBRA,2018-05-09,0.61
SBRA,2018-08-08,0.64
SBRA,2018-11-05,0.62
SBRA,2019-02-24,0.47
SBRA,2019-05-08,0.5
SBRA,2019-08-07,0.47
SBRA,2019-10-30,0.46
SBRA,2020-02-24,0.45
SBRA,2020-05-06,0.44
SBRA,2020-08-05,0.4
SBRA,2020-11-05,0.42
SBRA,2021-02-22,0.42
SBRA,2021-05-05,0.4
SBRA,2021-08-04,0.37
SBRA,2021-11-03,0.37
SBRA,2022-02-22,0.34
SBRA,2022-05-04,0.37
SBRA,2022-08-03,0.36
SBRA,2022-11-07,0.37
SBRA,2023-02-21,0.36
SBRA,2023-05-03,0.33
SBRA,2023-08-07,0.34
SBRA,2023-11-06,0.33
SBRA,2024-02-27,0.33
SBRA,2024-05-08,0.33
SBRA,2024-08-07,0.34
SBRA,2024-10-31,0.35
SBRA,2025-02-19,0.35
SBS,2015-03-26,
SBS,2015-05-14,0.14
SBS,2015-08-13,0.09
SBS,2015-11-12,0.01
SBS,2016-03-25,0.11
SBS,2016-05-12,0.2
SBS,2016-08-12,0.12
SBS,2016-11-10,0.17
SBS,2017-03-27,
SBS,2017-05-12,
SBS,2017-08-14,0.25
SBS,2017-11-14,0.26
SBS,2018-03-27,
SBS,2018-05-10,0.29
SBS,2018-08-09,0.25
SBS,2018-11-08,0.26
SBS,2019-03-29,0.27
SBS,2019-05-09,0.28
SBS,2019-08-21,0.25
SBS,2019-11-14,0.22
SBS,2020-03-27,
SBS,2020-05-15,
SBS,2020-08-17,
SBS,2020-11-12,
SBS,2021-03-26,
SBS,2021-05-13,
SBS,2021-08-12,
SBS,2021-11-11,
SBS,2022-03-24,
SBS,2022-05-23,
SBS,2022-08-11,
SBS,2022-11-10,
SBS,2023-03-24,
SBS,2023-05-11,
SBS,2023-08-10,
SBS,2023-11-10,
SBS,2024-05-10,
SBS,2024-08-08,0.26
SBS,2024-11-12,
SBSI,2015-03-02,0.53
SBSI,2015-04-30,0.42
SBSI,2015-07-23,0.49
SBSI,2015-10-30,0.5
SBSI,2016-01-29,0.5
SBSI,2016-04-29,0.44
SBSI,2016-07-29,0.52
SBSI,2016-10-28,0.54
SBSI,2017-01-27,0.49
SBSI,2017-04-28,0.48
SBSI,2017-07-28,0.53
SBSI,2017-10-27,0.54
SBSI,2018-02-06,0.5
SBSI,2018-05-01,0.59
SBSI,2018-07-27,0.59
SBSI,2018-10-26,0.62
SBSI,2019-02-01,0.58
SBSI,2019-04-26,0.54
SBSI,2019-07-26,0.55
SBSI,2019-10-25,0.58
SBSI,2020-01-31,0.55
SBSI,2020-05-05,0.45
SBSI,2020-07-22,0.35
SBSI,2020-10-23,0.56
SBSI,2021-01-27,0.64
SBSI,2021-04-23,0.7
SBSI,2021-07-23,0.7
SBSI,2021-10-26,0.64
SBSI,2022-01-28,0.75
SBSI,2022-04-26,0.69
SBSI,2022-07-25,0.8
SBSI,2022-10-25,0.97
SBSI,2023-01-27,0.86
SBSI,2023-04-25,0.82
SBSI,2023-07-25,0.69
SBSI,2023-10-26,0.77
SBSI,2024-01-26,0.64
SBSI,2024-04-25,0.75
SBSI,2024-07-25,
SBSI,2024-10-24,
SBSI,2025-01-29,0.71
SBT,2018-01-30,
SBT,2018-04-30,
SBT,2018-07-30,
SBT,2018-10-29,
SBT,2019-01-28,
SBT,2019-04-29,0.27
SBT,2019-07-29,0.27
SBT,2019-10-28,0.28
SBT,2020-01-29,
SBT,2020-10-19,
SBT,2020-10-28,
SBT,2021-02-01,0.0
SBT,2021-05-03,0.02
SBT,2021-08-02,0.05
SBT,2021-11-01,0.05
SBT,2022-02-03,0.06
SBT,2022-05-02,0.04
SBT,2022-08-15,0.07
SBT,2022-10-31,0.04
SBT,2023-01-30,0.03
SBT,2023-05-01,
SBT,2023-07-26,
SBT,2023-10-25,
SBT,2024-01-24,
SBT,2024-04-24,
SBT,2024-07-24,
SBT,2024-10-30,
SBT,2025-01-30,
SBUX,2015-01-22,0.8
SBUX,2015-04-23,0.33
SBUX,2015-07-23,0.41
SBUX,2015-10-29,0.44
SBUX,2016-01-21,0.45
SBUX,2016-04-21,0.39
SBUX,2016-07-21,0.49
SBUX,2016-11-03,0.55
SBUX,2017-01-26,0.52
SBUX,2017-04-27,0.45
SBUX,2017-07-27,0.55
SBUX,2017-11-02,0.55
SBUX,2018-01-25,0.57
SBUX,2018-04-26,0.53
SBUX,2018-07-26,0.6
SBUX,2018-11-01,0.59
SBUX,2019-01-24,0.65
SBUX,2019-04-25,0.56
SBUX,2019-07-25,0.72
SBUX,2019-10-30,0.7
SBUX,2020-01-28,0.76
SBUX,2020-04-28,0.31
SBUX,2020-07-28,0.61
SBUX,2020-10-29,0.33
SBUX,2021-01-26,0.55
SBUX,2021-04-27,0.52
SBUX,2021-07-27,0.77
SBUX,2021-10-28,1.0
SBUX,2022-02-01,0.8
SBUX,2022-05-03,0.6
SBUX,2022-08-02,0.77
SBUX,2022-11-03,0.73
SBUX,2023-02-02,0.77
SBUX,2023-05-02,0.64
SBUX,2023-08-01,0.95
SBUX,2023-11-02,0.97
SBUX,2024-01-30,0.92
SBUX,2024-04-30,0.79
SBUX,2024-07-30,0.93
SBUX,2024-10-30,0.8
SBUX,2025-01-28,0.66
SCCO,2015-02-04,0.37
SCCO,2015-04-24,0.32
SCCO,2015-10-27,0.23
SCCO,2016-05-02,0.18
SCCO,2016-07-25,0.27
SCCO,2016-11-08,0.29
SCCO,2017-05-04,0.42
SCCO,2017-08-02,0.42
SCCO,2018-05-02,0.61
SCCO,2018-10-24,0.52
SCCO,2019-04-29,0.54
SCCO,2019-07-24,0.54
SCCO,2019-10-25,0.5
SCCO,2020-02-25,0.48
SCCO,2020-04-27,0.39
SCCO,2020-07-28,0.28
SCCO,2020-10-26,0.57
SCCO,2021-01-25,0.69
SCCO,2021-04-28,0.89
SCCO,2021-07-26,1.15
SCCO,2021-10-27,1.12
SCCO,2022-02-02,1.12
SCCO,2022-05-03,1.01
SCCO,2022-07-26,0.95
SCCO,2022-10-28,0.55
SCCO,2023-02-03,0.8
SCCO,2023-04-27,1.04
SCCO,2023-08-01,0.76
SCCO,2023-10-25,0.77
SCCO,2024-02-02,0.73
SCCO,2024-04-25,0.78
SCCO,2024-07-19,1.13
SCCO,2024-10-22,1.12
SCCO,2025-02-12,1.02
SCHL,2015-03-26,0.56
SCHL,2015-07-23,1.1
SCHL,2015-09-24,1.51
SCHL,2015-12-17,2.1
SCHL,2016-03-24,0.35
SCHL,2016-07-21,0.95
SCHL,2016-09-22,1.17
SCHL,2016-12-15,1.92
SCHL,2017-03-23,0.25
SCHL,2017-07-20,1.09
SCHL,2017-09-21,
SCHL,2017-12-14,1.75
SCHL,2018-03-21,0.35
SCHL,2018-07-19,1.37
SCHL,2018-09-27,1.93
SCHL,2018-12-20,2.16
SCHL,2019-03-21,0.27
SCHL,2019-07-25,0.85
SCHL,2019-09-19,1.8
SCHL,2019-12-19,1.77
SCHL,2020-03-19,0.64
SCHL,2020-07-23,0.93
SCHL,2020-09-24,1.74
SCHL,2020-12-17,1.38
SCHL,2021-03-18,
SCHL,2021-07-22,
SCHL,2021-09-23,
SCHL,2021-12-16,
SCHL,2022-03-17,
SCHL,2022-07-21,
SCHL,2022-09-22,
SCHL,2022-12-15,
SCHL,2023-03-23,
SCHL,2023-07-20,1.7
SCHL,2023-09-21,1.35
SCHL,2023-12-14,2.65
SCHL,2024-03-21,0.8
SCHL,2024-07-18,2.66
SCHL,2024-09-26,2.48
SCHL,2024-12-19,2.3
SCHW,2015-01-16,0.24
SCHW,2015-04-15,0.24
SCHW,2015-07-16,0.24
SCHW,2015-10-15,0.26
SCHW,2016-01-19,0.25
SCHW,2016-04-15,0.29
SCHW,2016-07-18,0.3
SCHW,2016-10-17,0.33
SCHW,2017-01-18,0.36
SCHW,2017-04-18,0.37
SCHW,2017-07-18,0.39
SCHW,2017-10-16,0.41
SCHW,2018-01-17,0.41
SCHW,2018-04-16,0.54
SCHW,2018-07-17,0.58
SCHW,2018-10-15,0.64
SCHW,2019-01-16,0.64
SCHW,2019-04-15,0.66
SCHW,2019-07-16,0.66
SCHW,2019-10-15,0.65
SCHW,2020-01-16,0.65
SCHW,2020-04-15,0.64
SCHW,2020-07-16,0.55
SCHW,2020-10-15,0.47
SCHW,2021-01-19,0.7
SCHW,2021-04-15,0.82
SCHW,2021-07-16,0.69
SCHW,2021-10-15,0.8
SCHW,2022-01-18,0.88
SCHW,2022-04-18,0.85
SCHW,2022-07-18,0.91
SCHW,2022-10-17,1.05
SCHW,2023-01-18,1.1
SCHW,2023-04-17,0.9
SCHW,2023-07-18,0.72
SCHW,2023-10-16,0.75
SCHW,2024-01-17,0.65
SCHW,2024-04-15,0.73
SCHW,2024-07-16,0.73
SCHW,2024-10-15,0.75
SCHW,2025-01-21,0.9
SCI,2016-07-27,0.29
SCI,2016-10-26,0.27
SCI,2017-02-13,0.42
SCI,2017-04-26,0.3
SCI,2017-07-26,0.3
SCI,2017-10-25,0.26
SCI,2018-02-13,0.45
SCI,2018-04-25,0.42
SCI,2018-07-30,0.43
SCI,2018-10-29,0.36
SCI,2019-02-18,0.56
SCI,2019-04-24,0.41
SCI,2019-07-29,0.47
SCI,2019-10-30,0.38
SCI,2020-02-17,0.6
SCI,2020-04-29,0.45
SCI,2020-07-29,0.24
SCI,2020-10-28,0.43
SCI,2021-02-15,0.91
SCI,2021-05-03,0.98
SCI,2021-07-28,0.66
SCI,2021-10-27,0.63
SCI,2022-02-14,1.0
SCI,2022-05-03,0.99
SCI,2022-08-02,0.82
SCI,2022-11-01,0.51
SCI,2023-02-14,0.8
SCI,2023-05-01,0.88
SCI,2023-08-01,0.8
SCI,2023-11-01,0.7
SCI,2024-02-12,0.89
SCI,2024-05-01,0.85
SCI,2024-07-31,0.86
SCI,2024-10-30,0.79
SCI,2025-02-12,1.05
SCKT,2015-02-18,
SCKT,2015-04-23,
SCKT,2015-07-29,
SCKT,2015-10-22,
SCKT,2016-02-17,
SCKT,2016-04-20,
SCKT,2016-07-27,
SCKT,2016-10-25,
SCKT,2017-02-15,
SCKT,2017-04-27,
SCKT,2017-07-27,
SCKT,2017-10-26,
SCKT,2018-02-15,
SCKT,2018-04-26,
SCKT,2018-07-26,
SCKT,2018-10-25,
SCKT,2019-02-13,
SCKT,2019-04-24,
SCKT,2019-07-25,
SCKT,2019-10-24,
SCKT,2020-02-12,
SCKT,2020-04-29,
SCKT,2020-07-30,
SCKT,2020-10-22,
SCKT,2021-02-24,
SCKT,2021-04-22,
SCKT,2021-07-22,
SCKT,2021-10-21,
SCKT,2022-02-16,
SCKT,2022-04-28,
SCKT,2022-07-28,
SCKT,2022-10-27,
SCKT,2023-02-22,
SCKT,2023-04-27,
SCKT,2023-08-02,
SCKT,2023-10-27,
SCKT,2024-03-05,
SCKT,2024-05-01,
SCKT,2024-07-31,
SCKT,2024-10-24,
SCL,2015-02-18,0.35
SCL,2015-04-28,0.68
SCL,2015-07-22,1.02
SCL,2015-10-21,0.78
SCL,2016-02-24,0.53
SCL,2016-04-26,1.02
SCL,2016-07-20,1.17
SCL,2016-10-18,0.95
SCL,2017-02-22,0.69
SCL,2017-04-25,1.14
SCL,2017-07-26,1.34
SCL,2017-10-25,1.06
SCL,2018-02-22,0.67
SCL,2018-04-24,1.46
SCL,2018-07-25,1.37
SCL,2018-10-24,0.99
SCL,2019-02-21,0.75
SCL,2019-04-30,1.26
SCL,2019-07-24,1.31
SCL,2019-10-23,1.12
SCL,2020-02-20,0.88
SCL,2020-04-21,0.79
SCL,2020-07-22,1.18
SCL,2020-10-21,1.4
SCL,2021-02-18,1.08
SCL,2021-04-27,1.43
SCL,2021-07-28,1.84
SCL,2021-10-20,1.39
SCL,2022-02-17,1.01
SCL,2022-04-26,1.31
SCL,2022-07-27,1.9
SCL,2022-10-19,1.61
SCL,2023-02-16,0.54
SCL,2023-04-25,0.94
SCL,2023-07-26,1.17
SCL,2023-10-18,0.76
SCL,2024-02-20,0.37
SCL,2024-04-30,0.35
SCL,2024-07-31,0.67
SCL,2024-10-30,0.64
SCL,2025-02-19,0.35
SCLX,2023-05-12,
SCLX,2023-08-11,
SCLX,2023-11-14,0.17
SCLX,2024-03-11,0.21
SCLX,2024-05-13,0.12
SCLX,2024-08-13,0.2
SCLX,2025-01-17,
SCM,2015-03-09,0.32
SCM,2015-05-08,0.32
SCM,2015-08-07,0.34
SCM,2015-11-06,0.32
SCM,2016-03-03,0.35
SCM,2016-05-05,0.33
SCM,2016-08-04,0.33
SCM,2016-11-03,0.34
SCM,2017-03-10,0.35
SCM,2017-05-04,0.35
SCM,2017-08-03,0.31
SCM,2017-11-09,0.31
SCM,2018-03-06,0.3
SCM,2018-05-08,0.31
SCM,2018-08-08,0.31
SCM,2018-11-07,0.34
SCM,2019-03-06,0.37
SCM,2019-05-10,0.35
SCM,2019-08-09,0.32
SCM,2019-11-07,0.31
SCM,2020-03-03,0.33
SCM,2020-05-11,0.32
SCM,2020-07-31,0.24
SCM,2020-10-30,0.26
SCM,2021-03-04,0.26
SCM,2021-05-06,0.29
SCM,2021-08-02,0.29
SCM,2021-10-28,0.3
SCM,2022-03-01,0.29
SCM,2022-05-11,0.31
SCM,2022-08-03,0.28
SCM,2022-11-03,0.31
SCM,2023-02-28,0.39
SCM,2023-05-09,0.45
SCM,2023-08-09,0.48
SCM,2023-11-07,0.47
SCM,2024-03-04,0.46
SCM,2024-05-09,0.46
SCM,2024-08-07,0.44
SCM,2024-11-07,0.46
SCNI,2015-06-01,
SCNI,2015-08-24,
SCNI,2015-11-09,
SCNI,2016-04-27,
SCNI,2016-05-31,0.01
SCNI,2016-08-18,0.01
SCNI,2016-11-28,0.01
SCNI,2017-04-28,
SCNI,2017-05-30,0.0
SCNI,2017-08-31,0.0
SCNI,2017-11-28,0.0
SCNI,2018-04-30,
SCNI,2018-05-29,0.0
SCNI,2018-08-22,0.01
SCNI,2018-11-13,0.01
SCNI,2019-04-30,
SCNI,2019-05-30,
SCNI,2019-08-28,0.02
SCNI,2019-11-26,0.03
SCNI,2020-06-12,
SCNI,2020-06-30,0.01
SCNI,2020-08-20,0.01
SCNI,2021-01-28,
SCNI,2021-05-13,
SCNI,2021-06-23,
SCNI,2021-08-26,
SCNI,2021-11-30,
SCNI,2022-03-28,0.01
SCNI,2022-06-01,0.0
SCNI,2022-08-25,0.0
SCNI,2022-11-30,0.1
SCNI,2023-04-17,
SCNI,2023-05-15,
SCNI,2023-08-11,0.0
SCNI,2023-10-31,
SCNI,2024-05-15,
SCNI,2024-07-02,
SCNI,2024-08-15,
SCNI,2024-11-22,
SCNX,2020-05-04,0.01
SCNX,2020-07-27,0.01
SCNX,2020-10-26,0.03
SCNX,2021-04-26,0.03
SCNX,2021-07-26,0.07
SCNX,2021-10-25,0.16
SCNX,2022-03-28,0.12
SCNX,2022-05-09,0.09
SCNX,2022-07-25,0.09
SCNX,2022-11-07,0.12
SCNX,2023-03-27,0.06
SCNX,2023-05-15,0.02
SCNX,2023-08-18,0.75
SCNX,2024-01-16,
SCNX,2024-06-26,
SCNX,2024-08-09,
SCNX,2024-11-06,
SCOR,2015-02-12,0.06
SCOR,2015-05-05,0.23
SCOR,2015-08-04,0.13
SCOR,2015-11-05,0.17
SCOR,2016-02-17,0.12
SCOR,2018-05-09,0.55
SCOR,2018-08-09,0.22
SCOR,2018-11-08,0.15
SCOR,2019-02-28,0.13
SCOR,2019-05-08,0.37
SCOR,2019-08-06,0.41
SCOR,2019-11-05,0.45
SCOR,2020-02-27,0.29
SCOR,2020-05-07,0.3
SCOR,2020-08-10,0.28
SCOR,2020-11-09,0.17
SCOR,2021-03-10,0.18
SCOR,2021-05-06,0.19
SCOR,2021-08-09,0.18
SCOR,2021-11-08,0.18
SCOR,2022-02-28,0.12
SCOR,2022-05-10,0.16
SCOR,2022-08-09,0.14
SCOR,2022-11-08,0.11
SCOR,2023-02-28,0.07
SCOR,2023-05-09,0.09
SCOR,2023-08-08,0.04
SCOR,2023-11-06,0.01
SCOR,2024-03-06,0.8
SCOR,2024-05-07,0.57
SCOR,2024-08-06,0.18
SCOR,2024-11-12,0.94
SCPH,2018-03-20,0.53
SCPH,2018-05-07,0.51
SCPH,2018-08-14,0.58
SCPH,2018-11-13,0.5
SCPH,2019-03-21,0.45
SCPH,2019-05-08,0.59
SCPH,2019-08-07,0.5
SCPH,2019-11-12,0.43
SCPH,2020-03-24,0.54
SCPH,2020-05-12,0.54
SCPH,2020-08-13,0.43
SCPH,2020-11-16,0.38
SCPH,2021-03-23,0.36
SCPH,2021-05-12,0.31
SCPH,2021-08-11,0.3
SCPH,2021-11-09,0.32
SCPH,2022-03-22,0.34
SCPH,2022-05-16,0.31
SCPH,2022-08-09,0.32
SCPH,2022-11-09,0.41
SCPH,2023-03-22,0.42
SCPH,2023-05-10,0.36
SCPH,2023-08-10,0.37
SCPH,2023-11-08,0.36
SCPH,2024-03-13,0.42
SCPH,2024-05-14,0.45
